protocol,task,dataset,query_family,objective,mapped_objective,metric,direction,selected_policy,selected_view,selected_ranker,selected_action_class,selected_target_value,selected_target_rank,best_r340_policy,best_r340_value,best_r348_policy,best_r348_view,best_r348_ranker,best_r348_action_class,best_r348_value,default_value,r340_r348_best_policy_match,selected_visible_non_oracle,best_r348_visible_non_oracle,selected_r340_exact_best,selected_r348_policy_exact,selected_action_exact,selected_view_exact,selected_ranker_exact,selected_within_tolerance,selected_delta_vs_best,selected_delta_vs_default,selected_beats_default,default_within_tolerance,target_best_nondefault,r348_gain_over_default,action_transfer_verdict,r348_optimization_action,r348_counterpoints
leave_dataset,agentnet_incorrect_step,agentnet,step-quality,first_positive_work,first_positive_work,work_to_first_positive,lower,operation_stack:visible_risk,operation_stack,visible_risk,retune_operation_stack_ranker,0.0007,2,operation_stack:query_aware,0.0007,operation_stack:query_aware,operation_stack,query_aware,keep_default_operation_stack,0.0007,0.0007,True,True,True,False,False,False,True,False,True,0.0,0.0,False,True,False,0.0,metric_within_tolerance,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,agentnet_incorrect_step,agentnet,step-quality,groups_to_50pct,groups_to_50pct,groups_to_50pct_recall,lower,flat:query_aware,flat,query_aware,use_flat_full_recall_counterpoint,1.0,1,flat:query_aware,1.0,raw_action_stack:width,raw_action_stack,width,use_raw_action_mapping_counterpoint,1.0,186.0,False,True,True,True,False,False,False,False,True,0.0,185.0,True,False,True,185.0,metric_within_tolerance,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,agentnet_redundant_step,agentnet,step-quality,ranking_fidelity_ap,ranking_fidelity_ap,average_precision,higher,dataset_native:query_aware,dataset_native,query_aware,use_dataset_native_hierarchy,0.0772,8,operation_stack:query_aware,0.0875,operation_stack:query_aware,operation_stack,query_aware,keep_default_operation_stack,0.0875,0.0875,True,True,True,False,False,False,False,True,True,-0.0103,-0.0103,False,True,False,0.0,metric_within_tolerance,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,agentnet_redundant_step,agentnet,step-quality,top5_localization_f1,top5_localization_f1,top5_f1,higher,flat:query_aware,flat,query_aware,use_flat_full_recall_counterpoint,0.1357,2,raw_action_stack:width,0.1419,raw_action_stack:width,raw_action_stack,width,use_raw_action_mapping_counterpoint,0.1419,0.0316,True,True,True,False,False,False,False,False,True,-0.0062,0.1041,True,False,True,0.1103,metric_within_tolerance,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,agentnet_redundant_step,agentnet,step-quality,budget30_operation_recall,budget30_recall,budget30_recall,higher,operation_stack:query_aware,operation_stack,query_aware,keep_default_operation_stack,0.3533,1,operation_stack:query_aware,0.3533,operation_stack:query_aware,operation_stack,query_aware,keep_default_operation_stack,0.3533,0.3533,True,True,True,True,True,True,True,True,True,0.0,0.0,False,True,False,0.0,exact_action,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,agentnet_redundant_step,agentnet,step-quality,first_positive_work,first_positive_work,work_to_first_positive,lower,operation_stack:visible_risk,operation_stack,visible_risk,retune_operation_stack_ranker,0.0011,1,operation_stack:visible_risk,0.0011,operation_stack:visible_risk,operation_stack,visible_risk,retune_operation_stack_ranker,0.0011,0.0051,True,True,True,True,True,True,True,True,True,0.0,0.004,True,True,True,0.004,exact_action,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,agentnet_redundant_step,agentnet,step-quality,groups_to_50pct,groups_to_50pct,groups_to_50pct_recall,lower,flat:query_aware,flat,query_aware,use_flat_full_recall_counterpoint,1.0,1,flat:query_aware,1.0,raw_action_stack:width,raw_action_stack,width,use_raw_action_mapping_counterpoint,1.0,157.0,False,True,True,True,False,False,False,False,True,0.0,156.0,True,False,True,156.0,metric_within_tolerance,"Use desktop environment + phase + repeat/action fields, then drill into fixed sessions for examples.",fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; default_operation_stack_not_best_top5_f1
leave_dataset,osworld_group_start,osworld-human,human-boundary,ranking_fidelity_ap,ranking_fidelity_ap,average_precision,higher,dataset_native:query_aware,dataset_native,query_aware,use_dataset_native_hierarchy,0.1977,8,fixed_session:query_aware,0.2345,fixed_session:query_aware,fixed_session,query_aware,drill_down_fixed_session,0.2345,0.2254,True,True,True,False,False,False,False,True,False,-0.0368,-0.0277,False,True,True,0.0091,miss,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
leave_dataset,osworld_group_start,osworld-human,human-boundary,top5_localization_f1,top5_localization_f1,top5_f1,higher,raw_action_stack:width,raw_action_stack,width,use_raw_action_mapping_counterpoint,0.305,7,flat:query_aware,0.32,flat:width,flat,width,use_flat_full_recall_counterpoint,0.32,0.2469,False,True,True,False,False,False,False,True,True,-0.015,0.0581,True,False,True,0.0731,metric_within_tolerance,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
leave_dataset,osworld_group_start,osworld-human,human-boundary,budget30_operation_recall,budget30_recall,budget30_recall,higher,operation_stack:query_aware,operation_stack,query_aware,keep_default_operation_stack,0.2971,6,operation_stack:width,0.4241,operation_stack:width,operation_stack,width,retune_operation_stack_ranker,0.4241,0.2971,True,True,True,False,False,False,True,False,False,-0.127,0.0,False,False,True,0.127,miss,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
leave_dataset,osworld_group_start,osworld-human,human-boundary,first_positive_work,first_positive_work,work_to_first_positive,lower,operation_stack:visible_risk,operation_stack,visible_risk,retune_operation_stack_ranker,0.0045,2,fixed_session:visible_risk,0.004,fixed_session:visible_risk,fixed_session,visible_risk,drill_down_fixed_session,0.004,0.1311,True,True,True,False,False,False,False,True,True,-0.0005,0.1266,True,False,True,0.1271,metric_within_tolerance,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
leave_dataset,osworld_group_start,osworld-human,human-boundary,groups_to_50pct,groups_to_50pct,groups_to_50pct_recall,lower,flat:query_aware,flat,query_aware,use_flat_full_recall_counterpoint,1.0,3,dataset_native:visible_risk,1.0,dataset_native:visible_risk,dataset_native,visible_risk,use_dataset_native_hierarchy,1.0,62.0,True,True,True,False,False,False,False,False,True,0.0,61.0,True,False,True,61.0,metric_within_tolerance,Use group-depth or boundary-derived fields for higher recall; action-depth alone fragments starts.,fixed_session_lower_work_to_first_positive; raw_action_or_baseline_stack_beats_mapping; misleading_visible_feature; default_operation_stack_not_best_top5_f1
